date,water_temp_c,water_temp_normal_c,water_temp_anomaly_c,water_temp_min_c,water_temp_max_c,turbidity_ntu_daytime,chlorophyll_ug_l,salinity_psu,oxygen_mg_l,ph,tide_range_m,air_temp_c,wind_speed_ms,el_nino_index_oni,clear_snapshots,murky_snapshots,animal_snapshots
2026-09-25,22.85,20.12,2.73,21.49,23.64,0.28,0.47,33.45,7.24,7.969,1.49,21.4,2.5,1.8,1608,0,1374
